event_date,source_medium,campaign,content,term,page_location,user_id,session,user,page_bounce,begin_checkout,regular_purchase,once_purchase,regular_value,once_value
2024-10-01,youtube / pmax,WashForHunger_Sep2023,,,https://donate.concern.or.kr/concern/pay/step1_direct?dontype=C21601&period=pledge&price=10000&background=b035&motivecode=W103&utm_medium=pmax&utm_source=youtube&utm_campaign=WashForHunger_Sep2023,,204860108.2,204860108.2,1,1,,,,
2024-10-01,youtube / pmax,GreenAgain_Sep2023,,,https://campaign.concern.or.kr/greenagain/mobile/?utm_source=youtube&utm_medium=pmax&utm_campaign=GreenAgain_Sep2023&wbraid=CjwKCAjwgZCoBhBPEiwAaQIQoYprwcbYhrQheqKDg8nNXi5k0-WpBiL6yKYMj7b8BoDef9u_YW4V9xoC6ro,,1510745073,1510745073,1,,,,,
2024-10-02,직접유입,,,,https://concern.or.kr/,,1747457866,1747457866,1,,,,,
2024-10-02,구글 / 자연검색,,,,https://concern.or.kr/437,,240164574.2,240164574.2,1,,,,,
2024-10-02,https://naver.com/,,,,https://concern.or.kr/465,,1476670645,1476670645,1,,,,,
2024-10-02,instagram / display,concernexpress_sep2023,jerry,,https://campaign.concern.or.kr/concernexpress/detail?seq=107&utm_source=instagram&utm_medium=display&utm_campaign=concernexpress_sep2023&utm_content=jerry&fbclid=PAAaYCfTkEKdnY_QMZLH35fNIW_pqmVlIHx1Y8EXLYSQNawaSD5LEj-4PR7KI_aem_ARBUCCcD4KjzFcQRUUTnKYh-B_wx4GXZJWdB0J-w4WlOl8_TgYkm2dGfCGKkeNkBa2TXXRVcaf56aCWqKbYZdR8s,,600198354.2,600198354.2,1,,,,,
2024-10-02,instagram / display,concernexpress_sep2023,jerry,,https://campaign.concern.or.kr/concernexpress/detail?seq=107&utm_source=instagram&utm_medium=display&utm_campaign=concernexpress_sep2023&utm_content=jerry&fbclid=PAAaZPCPIwkXk9ti5Y8V5kA7Kd9vE74wi6sIbRyZfReFY4aZSGn7X1se8n2OU_aem_AaHB6HAdglx_g_pMmkvEny4XP1wGSP4OOGOpbznwo8yXvxyVNWzx4DvitKHxIOS6vGHgRx8Vr4_Ojuusg5pu8wKg,,161555808.2,161555808.2,1,,,,,
2024-10-02,instagram / display,concernexpress_sep2023,jerry,,https://campaign.concern.or.kr/concernexpress/detail?seq=107&utm_source=instagram&utm_medium=display&utm_campaign=concernexpress_sep2023&utm_content=jerry&fbclid=PAAaZTFR0hEb8v2d56stJeU7HF7GL9v_B8fJ6TtZ1bdDN3A9O3-En6zGYMK7I_aem_AdepFSpO5s4POalqax23_GQFd6LJJ9uIqyxZhKrtGqjxHnVwGQmOxJERsW04oMglAsvvU2fMq0_Qzlk9Za9zGTdy,,1687704.17,1687704.17,1,,,,,
2024-10-02,instagram / display,concernexpress_sep2023,jerry,,https://campaign.concern.or.kr/concernexpress/detail?seq=107&utm_source=instagram&utm_medium=display&utm_campaign=concernexpress_sep2023&utm_content=jerry&fbclid=PAAaZybnHag8V8GdL8M0mvJuSJ3QnwVfhenmR8jznGruXMLG5yBcLnuDThDog_aem_ARBoiWBSMc8CffeXxLKJzPhSghxbBWYGiXNbW6b5DbwLf1mJtQS7K6C4bYj_mCLYDgjC_fIjYI0ouuu3MTb7yT2L,,1739569028,1739569028,1,,,,,
2024-10-02,instagram / display,concernexpress_sep2023,jerry,,https://campaign.concern.or.kr/concernexpress/detail?seq=107&utm_source=instagram&utm_medium=display&utm_campaign=concernexpress_sep2023&utm_content=jerry&fbclid=PAAaaEkiuhXHKa-wZiEVQhjIR7tKMb71pral2rtoCOBKS3I-KitX8UP2oLzdI_aem_AQuaVj4L-BeIuG1mY1LYQEbd3sAhhy0GVeYeW6CBP9WbaMQaf8t6w_1KexbQzQT6CW7EXioOAjyKEw92cbw-4Rj5,,1425010918,1425010918,1,,,,,
2024-10-02,instagram / display,concernexpress_sep2023,jerry,,https://campaign.concern.or.kr/concernexpress/detail?seq=107&utm_source=instagram&utm_medium=display&utm_campaign=concernexpress_sep2023&utm_content=jerry&fbclid=PAAab7nWZKagvcDCHdDAQRlTwtk_bCgx7Z6LRnFwHi_o9mj9-cUL_5Hab64t4_aem_AffE2b_AdCZY-huUSVLwM-uaFy1fpvTECxzumF2IShIdOkdlHE0Mx8LtxuUg9xRlqFJbvK0oI2gr5lRELj70xLcY,,1354787462,1354787462,1,,,,,
2024-10-02,instagram / display,concernexpress_sep2023,jerry,,https://campaign.concern.or.kr/concernexpress/detail?seq=107&utm_source=instagram&utm_medium=display&utm_campaign=concernexpress_sep2023&utm_content=jerry&fbclid=PAAabBudjPmWfFNpjOhtVArkunKL4eeqdRh_4xxV9i8mJFetgzzZW4txZevqM_aem_Aeg2nWWc_u6NzWxaZVLZXUxP1DbzTZZ014kj5t0TeF6umNoipQuo7MUq04O5kXLZ_ZEwFBnlSCgHRApCOEi37dG-,,602833307.2,602833307.2,1,,,,,
2024-10-02,instagram / display,concernexpress_sep2023,jerry,,https://campaign.concern.or.kr/concernexpress/detail?seq=107&utm_source=instagram&utm_medium=display&utm_campaign=concernexpress_sep2023&utm_content=jerry&fbclid=PAAabiscoPsCCdV3p8Ew9q_HqwUplWkrMB7agMKgEtrV1X3u8uPMcXXTAe4ks_aem_Aejk0Mzv20Z5e7ujCuloMzAh_5Bh9xhXDeP3wa4YdAMdAJ2gmAHnB0DVk2EXVTDi5Q0l1-IS7skBmZ0LyRTVfhct,,1761899320,1761899320,1,,,,,
2024-10-02,직접유입,,,,https://secure.donus.org/concern/pay/step1?dontype=c10101&period=pledge&price=20000,,1582726974,1582726974,1,,,,,
2024-10-02,youtube / video,IPS_Sep2023,,,https://www.concern.or.kr/ips?utm_source=youtube&utm_medium=video&utm_campaign=IPS_Sep2023,,208964857.2,208964857.2,1,,,,,
2024-10-02,youtube / video,IPS_Sep2023,,,https://www.concern.or.kr/ips?utm_source=youtube&utm_medium=video&utm_campaign=IPS_Sep2023,,1139655722,1139655722,1,,,,,
2024-10-02,youtube / video,IPS_Sep2023,,,https://www.concern.or.kr/ips?utm_source=youtube&utm_medium=video&utm_campaign=IPS_Sep2023,,979520688.2,979520688.2,1,,,,,
2024-10-02,youtube / video,IPS_Sep2023,,,https://www.concern.or.kr/ips?utm_source=youtube&utm_medium=video&utm_campaign=IPS_Sep2023,,816862877.2,816862877.2,1,,,,,
2024-10-02,youtube / video,IPS_Sep2023,,,https://www.concern.or.kr/ips?utm_source=youtube&utm_medium=video&utm_campaign=IPS_Sep2023,,708144282.2,708144282.2,1,,,,,
2024-10-02,youtube / video,IPS_Sep2023,,,https://www.concern.or.kr/ips?utm_source=youtube&utm_medium=video&utm_campaign=IPS_Sep2023,,1346904482,1346904482,1,,,,,
2024-10-02,youtube / video,IPS_Sep2023,,,https://www.concern.or.kr/ips?utm_source=youtube&utm_medium=video&utm_campaign=IPS_Sep2023,,469304384.2,469304384.2,1,,,,,
2024-10-02,youtube / video,IPS_Sep2023,,,https://www.concern.or.kr/ips?utm_source=youtube&utm_medium=video&utm_campaign=IPS_Sep2023,,503069473.2,503069473.2,1,,,,,
2024-10-02,youtube / video,IPS_Sep2023,,,https://www.concern.or.kr/ips?utm_source=youtube&utm_medium=video&utm_campaign=IPS_Sep2023,,1188295466,1188295466,1,,,,,
2024-10-02,youtube / video,IPS_Sep2023,,,https://www.concern.or.kr/ips?utm_source=youtube&utm_medium=video&utm_campaign=IPS_Sep2023,,254617803.2,254617803.2,1,,,,,
2024-10-02,youtube / video,IPS_Sep2023,,,https://www.concern.or.kr/ips?utm_source=youtube&utm_medium=video&utm_campaign=IPS_Sep2023,,1845890349,1845890349,1,,,,,
2024-10-02,youtube / video,IPS_Sep2023,,,https://www.concern.or.kr/ips?utm_source=youtube&utm_medium=video&utm_campaign=IPS_Sep2023,,388486001.2,388486001.2,1,,,,,
2024-10-02,youtube / video,IPS_Sep2023,,,https://www.concern.or.kr/ips?utm_source=youtube&utm_medium=video&utm_campaign=IPS_Sep2023,,760311207.2,760311207.2,0,,,,,
2024-10-02,youtube / video,IPS_Sep2023,,,https://www.concern.or.kr/ips?utm_source=youtube&utm_medium=video&utm_campaign=IPS_Sep2023,,1893559212,1893559212,1,,,,,
2024-10-02,youtube / video,IPS_Sep2023,,,https://www.concern.or.kr/ips?utm_source=youtube&utm_medium=video&utm_campaign=IPS_Sep2023,,104099187.2,104099187.2,1,,,,,
2024-10-02,youtube / video,IPS_Sep2023,,,https://www.concern.or.kr/ips?utm_source=youtube&utm_medium=video&utm_campaign=IPS_Sep2023,,31468709.17,31468709.17,1,,,,,
2024-10-02,youtube / video,IPS_Sep2023,,,https://www.concern.or.kr/ips?utm_source=youtube&utm_medium=video&utm_campaign=IPS_Sep2023,,1180580143,1180580143,1,,,,,
2024-10-02,youtube / video,IPS_Sep2023,,,https://www.concern.or.kr/ips?utm_source=youtube&utm_medium=video&utm_campaign=IPS_Sep2023,,1868305034,1868305034,1,,,,,
2024-10-02,youtube / video,IPS_Sep2023,,,https://www.concern.or.kr/ips?utm_source=youtube&utm_medium=video&utm_campaign=IPS_Sep2023,,1566292396,1566292396,1,,,,,
2024-10-02,youtube / video,IPS_Sep2023,,,https://www.concern.or.kr/ips?utm_source=youtube&utm_medium=video&utm_campaign=IPS_Sep2023,,878211058.2,878211058.2,1,,,,,
2024-10-02,youtube / video,IPS_Sep2023,,,https://www.concern.or.kr/ips?utm_source=youtube&utm_medium=video&utm_campaign=IPS_Sep2023,,813835440.2,813835440.2,1,,,,,
2024-10-02,youtube / video,IPS_Sep2023,,,https://www.concern.or.kr/ips?utm_source=youtube&utm_medium=video&utm_campaign=IPS_Sep2023,,1168894510,1168894510,1,,,,,
2024-10-02,youtube / video,IPS_Sep2023,,,https://www.concern.or.kr/ips?utm_source=youtube&utm_medium=video&utm_campaign=IPS_Sep2023,,454080677.2,454080677.2,1,,,,,
2024-10-02,youtube / video,IPS_Sep2023,,,https://www.concern.or.kr/ips?utm_source=youtube&utm_medium=video&utm_campaign=IPS_Sep2023,,1450547347,1450547347,1,,,,,
2024-10-02,youtube / video,IPS_Sep2023,,,https://www.concern.or.kr/ips?utm_source=youtube&utm_medium=video&utm_campaign=IPS_Sep2023,,1717012926,1717012926,1,,,,,
2024-10-02,youtube / video,IPS_Sep2023,,,https://www.concern.or.kr/ips?utm_source=youtube&utm_medium=video&utm_campaign=IPS_Sep2023,,1093659663,1093659663,1,,,,,
2024-10-02,youtube / video,IPS_Sep2023,,,https://www.concern.or.kr/ips?utm_source=youtube&utm_medium=video&utm_campaign=IPS_Sep2023,,78931811.17,78931811.17,1,,,,,
2024-10-02,youtube / video,IPS_Sep2023,,,https://www.concern.or.kr/ips?utm_source=youtube&utm_medium=video&utm_campaign=IPS_Sep2023,,1782849329,1782849329,1,,,,,
2024-10-02,youtube / video,IPS_Sep2023,,,https://www.concern.or.kr/ips?utm_source=youtube&utm_medium=video&utm_campaign=IPS_Sep2023&wbraid=Cj0KCQjwjt-oBhCsARIsAE_ykBfoglhMQN-tXe6GwoKH2UpHaXedGZNuAuEnt8FqbblAzrY6lSup4uEaAp2E,,150055821.2,150055821.2,1,,,,,
2024-10-02,youtube / video,IPS_Sep2023,,,https://www.concern.or.kr/ips?utm_source=youtube&utm_medium=video&utm_campaign=IPS_Sep2023&wbraid=Cj0KCQjwjt-oBhCsARIsAE_ykBfoglhMQN-tXe6GwoKH2UpHaXedGZNuAuEnt8FqbblAzrY6lSup4uEaAp2E,,2087772777,2087772777,1,,,,,
2024-10-02,youtube / video,IPS_Sep2023,,,https://www.concern.or.kr/ips?utm_source=youtube&utm_medium=video&utm_campaign=IPS_Sep2023&wbraid=Cj0KCQjwjt-oBhCsARIsAE_ykBfoglhMQN-tXe6GwoKH2UpHaXedGZNuAuEnt8FqbblAzrY6lSup4uEaAp2E,,422487063.2,422487063.2,1,,,,,
2024-10-02,youtube / video,IPS_Sep2023,,,https://donate.concern.or.kr/concern/pay/step1_direct?dontype=c40501&period=pledge&price=20000&background=b037&motivecode=W105&utm_medium=video&utm_source=youtube&utm_campaign=IPS_Sep2023,,112764787.2,112764787.2,0,,,,,
2024-10-03,구글 / 자연검색,,,,https://concern.or.kr/437,,870768718.2,870768718.2,1,,,,,
2024-10-03,구글 / 자연검색,,,,https://concern.or.kr/about,,559120672.2,559120672.2,1,,,,,
2024-10-03,instagram / display,concernexpress_sep2023,jerry,,https://campaign.concern.or.kr/concernexpress/detail?seq=107&utm_source=instagram&utm_medium=display&utm_campaign=concernexpress_sep2023&utm_content=jerry&fbclid=PAAaYP0t4ym2o8Tthx3Ty_9XS_hX6P4b1QkTWtrSpDyAhMzKMirU8FbE9VW3M_aem_AfYuS3yvE56P0gaoyvRoqGSMPad4irPqOeSGBod2VxxhPO_w7biczQR_Ch_WaTmE12NwjyYjGq1WiHT15uZP0_F8,,678238070.2,678238070.2,1,,,,,
2024-10-03,instagram / display,concernexpress_sep2023,jerry,,https://campaign.concern.or.kr/concernexpress/detail?seq=107&utm_source=instagram&utm_medium=display&utm_campaign=concernexpress_sep2023&utm_content=jerry&fbclid=PAAaYSVxsZHQgRrMDGETq8hLLUQi7W8VTArzDtNF4oTyvSBxB7ZATcK6mZ6WQ_aem_AWGWn_KqWV9C_GR_qKLSp1BPCwBrxwsAO35kI-DE4WexDtU6wu29YRifvYU_mo1eQcQVBiUTH4bb-MnhCPy0zSM3,,577557591.2,577557591.2,1,,,,,
2024-10-03,instagram / display,concernexpress_sep2023,jerry,,https://campaign.concern.or.kr/concernexpress/detail?seq=107&utm_source=instagram&utm_medium=display&utm_campaign=concernexpress_sep2023&utm_content=jerry&fbclid=PAAaZZ5gFYgyb7Yx-4YAxyV4mWDMvP01fL4Hj3DMHpyLn--lNZ9tOuXbelmiw_aem_AeSCY1WzrXYwe5LOcWCOz8zDCK8aNmG3EuYp83MxMA9OFH14Yi7Z8VjC6ghEHeTrm5dczBN1aZcxOfKO8w55ik80,,1863538324,1863538324,1,,,,,
